film_id,title,year,reviews,scariness
s0790,Long Coast II,2015,"The score is never once creepy. The whole thing is ominous. The first half is predictable. The premise is terrifying. I saw it in a full theatre, which helped. The final scene is not especially gruesome.",5.0
s0791,Red House,2018,Every beat is haunting. Shot on 16mm and it shows. The final scene is not sinister.,4.9
s0792,Low Signal Redux,1999,The trailer gives away too much. That long hallway shot is tame. The soundtrack is doing a lot of work. The sound design is creepy. The middle hour is not sinister. The atmosphere is not remotely terrifying.,3.1
s0793,Last Room,2022,"The third act is eerie. I saw it in a full theatre, which helped.",7.0
s0794,Pale Orchard II',2018,The ending is silly. Every beat is tedious. The director clearly loves the genre. The whole thing is chilling. Shot on 16mm and it shows. That long hallway shot is haunting. The score is ominous.,7.0
s0795,Wild Hollow,2024,The sound design is grisly. The middle hour is never gory. The atmosphere is haunting. Worth seeing with an audience.,5.6
s0796,Small Tower,2023,The premise is bloody. The final scene is eerie. The third act is sinister. Shot on 16mm and it shows. The middle hour is unsettling. The whole thing is tame. The ending is gory.,8.3
s0797,Red Tower Redux,2022,"I saw it in a full theatre, which helped. Ninety minutes, no padding. The whole thing is gory. The final scene is chilling. The sound design is creepy. The score is haunting. The pacing is predictable.",8.6
s0798,Salt Market II',1998,The first half is ominous. The pacing is boring. The ending is haunting. The score is never once tame. The trailer gives away too much. The third act is brutal. Worth seeing with an audience.,7.5
s0799,Last Station III,2012,The director clearly loves the genre. The sound design is tame. The cast play it not tedious.,5.4
s0800,Old Well Redux'',2011,"The middle hour is not especially eerie. The final scene is sinister. I saw it in a full theatre, which helped. Worth seeing with an audience. That long hallway shot is never once tame. The pacing is tedious.",5.4
s0801,Grey Mirror III,2016,"That long hallway shot is bloody. The middle hour is never once tedious. The pacing is tame. The score is ominous. I saw it in a full theatre, which helped.",7.2
s0802,Green Tower III',2004,Every beat is eerie. Worth seeing with an audience. The ending is not remotely haunting. The score is silly.,5.2
s0803,Green Harbour,2017,The pacing is not sinister. The sound design is boring. The director clearly loves the genre. The trailer gives away too much. The cast play it not remotely silly.,4.1
s0804,Grey Woods,2007,The score is gruesome. Every beat is boring. The director clearly loves the genre. The first half is not haunting.,3.1
s0805,Green Orchard Returns,2023,"The pacing is hardly unsettling. Ninety minutes, no padding. The cast play it terrifying. The first half is eerie. The trailer gives away too much.",5.7
s0806,Hollow Hollow II,2017,"I saw it in a full theatre, which helped. Shot on 16mm and it shows. The score is gruesome. The premise is brutal.",6.3
s0807,Blue Hour Returns,2009,"The sound design is bloody. The cast play it silly. The atmosphere is gory. I saw it in a full theatre, which helped. Ninety minutes, no padding. The premise is never once ominous.",4.3
s0808,Cold Harbour III',2004,"That long hallway shot is sinister. The soundtrack is doing a lot of work. The cast play it tedious. Every beat is eerie. The atmosphere is not gory. The score is not boring. Ninety minutes, no padding.",6.7
s0809,Winter Ferry III',2009,The first half is creepy. Shot on 16mm and it shows. The third act is eerie. The ending is not especially sinister. The premise is boring.,4.9
s0810,Grey Light,2004,The premise is gory. The cast is doing real work here. The score is never sinister.,4.3
s0811,Salt Tower III,2005,The third act is never sinister. The trailer gives away too much. The middle hour is grisly. The whole thing is brutal. The atmosphere is not especially chilling. Worth seeing with an audience. The premise is not especially eerie.,2.8
s0812,Black Lantern,1998,The premise is hardly bloody. The ending is not especially predictable. The cast is doing real work here. Worth seeing with an audience. The atmosphere is creepy.,6.0
s0813,Bright Ferry Redux,1998,"Ninety minutes, no padding. The cast is doing real work here. The ending is not especially eerie.",4.1
s0814,Wild Valley,2018,Every beat is ominous. The middle hour is gruesome. The first half is gory. The soundtrack is doing a lot of work. The cast play it tedious.,6.7
s0815,Long Ferry,2013,The atmosphere is gory. The ending is chilling. The first half is not remotely eerie. The director clearly loves the genre. The middle hour is ominous. That long hallway shot is never once predictable. Shot on 16mm and it shows.,7.0
s0816,Green Ferry Redux,1999,The soundtrack is doing a lot of work. Every beat is creepy. The third act is brutal. The ending is boring.,6.5
s0817,Blue Garden,2004,The sound design is never once unsettling. The score is gruesome. The first half is never once ominous. Shot on 16mm and it shows. The final scene is terrifying.,4.6
s0818,Black Station,1998,"The sound design is not remotely brutal. Ninety minutes, no padding.",4.6
s0819,Pale Hour Returns',2014,The whole thing is chilling. The ending is not gruesome. The pacing is not haunting. The final scene is not silly. That long hallway shot is ominous. The trailer gives away too much. The cast is doing real work here.,6.4
s0820,Cold Market,2002,The director clearly loves the genre. The final scene is gruesome. The pacing is creepy. The atmosphere is never brutal. Shot on 16mm and it shows.,6.2
s0821,Small House,2009,Worth seeing with an audience. The premise is never once terrifying. The first half is bloody. The soundtrack is doing a lot of work. Every beat is not remotely gory.,5.1
s0822,Winter Tower III,2005,The pacing is tame. The middle hour is predictable. The third act is unsettling. The atmosphere is gruesome. Worth seeing with an audience. The soundtrack is doing a lot of work.,5.4
s0823,Bright Field Returns',2020,"The premise is unsettling. The final scene is gory. The sound design is not remotely eerie. Ninety minutes, no padding. The first half is hardly chilling. The pacing is grisly.",5.2
s0824,Last Station Redux,2002,"I saw it in a full theatre, which helped. The first half is tedious. The whole thing is not especially creepy. The sound design is not remotely terrifying. The atmosphere is gruesome. The cast play it not ominous.",2.2
s0825,Hollow Tower III,2022,The sound design is hardly eerie. The soundtrack is doing a lot of work. The third act is brutal. The premise is boring. The whole thing is grisly.,4.5
s0826,Last Hour,2009,"The score is silly. I saw it in a full theatre, which helped. The middle hour is bloody. The whole thing is tame.",3.7
s0827,Long Garden II,2010,The cast play it never once tame. The third act is brutal. The atmosphere is terrifying. The whole thing is chilling. The sound design is gruesome. Every beat is silly. Shot on 16mm and it shows. The soundtrack is doing a lot of work.,8.5
s0828,Far Market Returns,2021,The cast play it gory. The director clearly loves the genre. The pacing is not especially chilling. The soundtrack is doing a lot of work. The score is silly. Every beat is hardly sinister.,3.0
s0829,Night Tower II',2017,The trailer gives away too much. The soundtrack is doing a lot of work. The ending is hardly silly. The atmosphere is boring.,5.1
s0830,Salt Lantern Returns,2011,The whole thing is unsettling. Every beat is bloody. The trailer gives away too much. The score is tedious.,6.0
s0831,Night Ferry Redux'',2015,Shot on 16mm and it shows. The final scene is ominous. Every beat is never chilling. The ending is gory. That long hallway shot is gruesome.,6.2
s0832,Blue Chapel Redux,2017,The first half is gruesome. That long hallway shot is boring. The whole thing is terrifying. The atmosphere is chilling. The cast is doing real work here. The director clearly loves the genre.,7.3
s0833,Night Station III,2011,The pacing is sinister. The cast play it creepy. The sound design is eerie. The soundtrack is doing a lot of work. The cast is doing real work here. The score is brutal. Every beat is never tame.,9.0
s0834,Green Market Redux,2009,The director clearly loves the genre. The atmosphere is gruesome. The first half is grisly.,5.8
s0835,Black Woods III,2024,The director clearly loves the genre. The sound design is not especially bloody. That long hallway shot is grisly.,6.2
s0836,Bright Mirror,2002,The cast is doing real work here. The soundtrack is doing a lot of work. The first half is tame. The score is not unsettling. The premise is sinister.,4.7
s0837,Near Bridge,2002,"The ending is never once silly. The middle hour is grisly. The premise is hardly gruesome. Ninety minutes, no padding. The score is boring.",4.9
s0838,Red Room,2011,The cast play it never predictable. The first half is bloody. Worth seeing with an audience.,6.3
s0839,Deep Coast,2013,"The sound design is not especially creepy. The cast play it gory. The first half is not especially ominous. Ninety minutes, no padding. The ending is not remotely chilling. I saw it in a full theatre, which helped.",2.1
s0840,Old Woods III,2006,The premise is not especially sinister. The cast play it chilling. The trailer gives away too much. The score is eerie. Worth seeing with an audience.,6.6
